There are a total of 220 points in the trajectory
-0.693939,-0.0315501,-0.064723,0.703129,-0,-0,-0,0,
-0.694116,-0.0328001,-0.0647232,0.703597,-0.00710078,-0.05,-8.58818e-06,0.018704,
-0.694634,-0.0365502,-0.0647233,0.704971,-0.0132369,-0.100009,2.09255e-05,0.0354536,
-0.695352,-0.0423506,-0.0647214,0.706924,-0.0136377,-0.12,3.55933e-05,0.0379311,
-0.695975,-0.0483506,-0.0647197,0.708791,-0.0111295,-0.12,3.3191e-05,0.0378527,
-0.696467,-0.0543506,-0.0647182,0.710735,-0.00836919,-0.12,2.60566e-05,0.0406399,
-0.696808,-0.0603506,-0.0647172,0.71286,-0.00559817,-0.12,1.88736e-05,0.0427082,
-0.697029,-0.0663506,-0.064716,0.714872,-0.003257,-0.12,2.85524e-05,0.0378167,
-0.697147,-0.0723506,-0.0647147,0.716734,-0.00154397,-0.12,1.59791e-05,0.0382992,
-0.697182,-0.0783506,-0.0647145,0.718721,0.000167759,-0.12,-8.29032e-06,0.0412004,
-0.697131,-0.0843506,-0.0647139,0.720802,0.00195962,-0.12,3.52397e-05,0.042059,
-0.696987,-0.0903506,-0.064711,0.722925,0.00370498,-0.12,6.70483e-05,0.0423433,
-0.69674,-0.0963506,-0.0647089,0.724929,0.00615086,-0.12,1.64239e-05,0.0378243,
-0.696366,-0.102351,-0.0647088,0.726805,0.00906308,-0.12,6.91351e-06,0.0402119,
-0.695827,-0.108351,-0.0647079,0.729015,0.0124446,-0.12,2.84856e-05,0.0478106,
-0.69514,-0.114351,-0.0647065,0.731288,0.0149899,-0.12,2.65946e-05,0.0431614,
-0.694336,-0.120351,-0.0647052,0.733367,0.0169825,-0.12,2.24386e-05,0.0417017,
-0.693442,-0.126351,-0.0647043,0.735516,0.0187821,-0.12,1.38973e-05,0.0442839,
-0.692458,-0.132351,-0.0647034,0.737794,0.0205907,-0.12,2.98107e-05,0.0468607,
-0.691381,-0.138351,-0.0647012,0.740204,0.0224001,-0.12,5.69052e-05,0.0494303,
-0.690198,-0.144351,-0.0646991,0.742552,0.0250926,-0.12,2.71124e-05,0.0442196,
-0.688862,-0.150351,-0.0646978,0.744731,0.0287403,-0.12,4.53122e-05,0.0462456,
-0.687311,-0.156351,-0.0646942,0.747241,0.0331189,-0.12,8.78438e-05,0.052252,
-0.68557,-0.162351,-0.0646906,0.749756,0.0365112,-0.12,5.585e-05,0.0483924,
-0.683683,-0.168351,-0.0646882,0.752125,0.0391888,-0.12,3.80814e-05,0.0464318,
-0.681647,-0.174351,-0.0646868,0.754442,0.0423208,-0.12,1.72643e-05,0.049293,
-0.679444,-0.180351,-0.0646866,0.757203,0.0457144,-0.12,-8.58904e-06,0.060865,
-0.677077,-0.186351,-0.0646864,0.760108,0.0490937,-0.12,1.6818e-05,0.0550961,
-0.674532,-0.192351,-0.0646851,0.762781,0.0530577,-0.12,3.39063e-05,0.0542746,
