-0.6939385754040832,-0.03155010393364326,-0.06472298630546201,0.7031292390223123
-0.6945176408765912,-0.035627536125928415,-0.06472368620820473,0.7046545377565789
-0.6951934669682133,-0.040878769946698125,-0.06472182780514797,0.7064772176375373
-0.6958935635817046,-0.047280578116739545,-0.06472003414322713,0.7084442934815638
-0.6965327849345672,-0.0548491500133275,-0.06471795422120781,0.7108625701078611
-0.6969731727082568,-0.06358072113406205,-0.06471672193217669,0.7140391310838855
-0.6971887704530625,-0.07346800179319664,-0.0647141482361704,0.7170448875582511
-0.6971740698229041,-0.08390076405644492,-0.06471487444486353,0.7206270953993684
-0.6968723603614437,-0.09433960252664701,-0.06470861176762428,0.7243485198862136
-0.6963168789533526,-0.10360208231531613,-0.06470901617446864,0.7271190040159723
-0.6953622099129482,-0.11284810048395702,-0.06470681510929287,0.7308104376095381
-0.6939573737629372,-0.12318141781369397,-0.06470460998143714,0.7343188341208353
-0.6923369621832669,-0.13323129395725267,-0.06470367290447715,0.7380956131893432
-0.6905479647875228,-0.14281535421221012,-0.06469912922938598,0.7420434657116547
-0.6887139198462324,-0.15117561033808283,-0.06469819010679248,0.744958025857273
-0.6865524974366769,-0.1591690599906967,-0.06469191656639124,0.7484895870000734
-0.683808519976895,-0.16807296545262393,-0.06468810285162777,0.7520405015249597
-0.6810159936268643,-0.17622306416539862,-0.06468630626495626,0.7551094622065415
-0.6777246189429129,-0.18486288950334454,-0.06468692265981574,0.7594916963087245
-0.6741144852725323,-0.1934054412222257,-0.06468486130753259,0.7632171006954425
-0.6704186009807586,-0.20116286393379526,-0.06468211437440015,0.766945941591581
-0.6662153437240486,-0.20911066673859977,-0.06467835042886373,0.7706689920451348
-0.6623616204107087,-0.2158591030861261,-0.06467512920874324,0.7734121694800382
-0.6580007450886207,-0.22257150472300807,-0.06467401571350644,0.7773671057597932
-0.6524504465964933,-0.2304591526585531,-0.06467485053496777,0.7813944107875652
-0.6459368153248323,-0.23842029805563927,-0.06467003950166582,0.7855884856377093
-0.6397235808851888,-0.24513356556660104,-0.06466686161708922,0.7889964160674247
-0.634186753015948,-0.2506408648635466,-0.06466205824463207,0.7916651532216735
-0.6274013286799162,-0.25642213850289514,-0.06465986705068628,0.7956474342497749
-0.6194543243429987,-0.2626763800802883,-0.06465336420474335,0.7993080165209606
-0.6114426996276855,-0.2678378268118104,-0.06464971077688678,0.8029909170116885
-0.6049700428006856,-0.27170927383839083,-0.0646498183472421,0.8053377524318771
-0.5999109938119641,-0.27444786405356003,-0.06464701627301875,0.807185293925032
