There are a total of 77 points in the trajectory
-0.689158,-5.83196e-05,4.07908e-05,0.69176,-0,-0,0,0,
-0.689989,-0.00505869,0.00243068,0.694388,-0.0146598,-0.100027,0.0473103,0.0486538,
-0.691691,-0.020064,0.00939979,0.700691,-0.0165123,-0.200077,0.0912901,0.071614,
-0.692438,-0.045072,0.020624,0.708388,0.0124038,-0.300043,0.135069,0.101377,
-0.689053,-0.0729455,0.0329865,0.716966,0.042596,-0.232836,0.100172,0.051931,
-0.684287,-0.0928197,0.0417225,0.723252,0.0622057,-0.200248,0.0909689,0.0912911,
-0.675297,-0.116793,0.0523338,0.732576,0.111046,-0.235604,0.102289,0.0871304,
-0.662143,-0.137662,0.0615439,0.743266,0.130111,-0.178415,0.0758242,0.0778267,
-0.647573,-0.152036,0.0679728,0.754642,0.163651,-0.129762,0.0576654,0.119865,
-0.631327,-0.161026,0.071895,0.76587,0.195013,-0.0628626,0.0258776,0.124997,
-0.612823,-0.164737,0.0732669,0.777218,0.176462,0.00504072,-0.00305627,0.125349,
-0.592451,-0.162572,0.0719077,0.789629,0.201429,0.0599291,-0.0319875,0.118163,
-0.570587,-0.154088,0.0673481,0.801326,0.197341,0.122211,-0.0606231,0.122994,
-0.546434,-0.137637,0.0588465,0.81367,0.278287,0.211987,-0.113232,0.108127,
-0.517604,-0.111559,0.0449705,0.823599,0.312457,0.310721,-0.167652,0.0767526,
-0.485759,-0.0771377,0.0262148,0.82811,0.305246,0.345097,-0.190504,0.00601667,
-0.453553,-0.040964,0.00585304,0.824029,0.353235,0.393509,-0.224339,-0.0855196,
-0.415785,-0.000206538,-0.0175424,0.810772,0.378547,0.396882,-0.228412,-0.16671,
-0.376955,0.0365791,-0.0391094,0.789755,0.420604,0.362693,-0.215715,-0.257592,
-0.331488,0.0714124,-0.0601974,0.759037,0.489355,0.33046,-0.204233,-0.35619,
-0.279331,0.101797,-0.0794417,0.719556,0.531721,0.264072,-0.172638,-0.410482,
-0.226874,0.123533,-0.094492,0.677578,0.498775,0.173398,-0.128419,-0.413181,
-0.180458,0.136538,-0.104931,0.640186,0.420011,0.102066,-0.0883584,-0.345835,
-0.138991,0.143398,-0.112344,0.606922,0.380603,0.0502094,-0.0638171,-0.3093,
-0.10286,0.145835,-0.117578,0.578035,0.381238,0.000941107,-0.0464699,-0.297307,
