There are a total of 97 points in the trajectory
-0.68965,-0.00040664,-0.000539332,0.69243,-0,-0,0,0,
-0.689822,-0.00165664,3.2173e-05,0.692899,-0.00687478,-0.05,0.0228602,0.0187846,
-0.690312,-0.00540687,0.00173976,0.694255,-0.0116502,-0.100018,0.0451696,0.0333709,
-0.690937,-0.0116583,0.00453561,0.696135,-0.0143674,-0.150032,0.0669305,0.0438392,
-0.691699,-0.0204099,0.00844146,0.69871,-0.0144556,-0.20003,0.0893409,0.0595351,
-0.692264,-0.0316613,0.0134727,0.702115,-0.00659874,-0.250024,0.111954,0.0770001,
-0.692343,-0.0454123,0.0196311,0.706385,0.00619552,-0.300016,0.134156,0.0930647,
-0.69137,-0.0616628,0.0268556,0.711243,0.034711,-0.350003,0.153799,0.0943223,
-0.688639,-0.0804055,0.0350087,0.715949,0.0778692,-0.398069,0.172441,0.102149,
-0.683724,-0.101358,0.0440745,0.72152,0.122043,-0.435423,0.18766,0.116461,
-0.67668,-0.122575,0.0531511,0.727145,0.162514,-0.405561,0.172349,0.112949,
-0.667316,-0.142799,0.0615656,0.732107,0.211763,-0.406214,0.16625,0.0923498,
-0.655548,-0.162933,0.069736,0.736942,0.257523,-0.386406,0.155577,0.103849,
-0.641733,-0.181495,0.0770292,0.741547,0.300172,-0.357448,0.137638,0.0913958,
-0.625494,-0.198703,0.0835344,0.746351,0.349607,-0.32885,0.119141,0.082546,
-0.60682,-0.214114,0.0888088,0.749714,0.384808,-0.292987,0.0962751,0.057592,
-0.586883,-0.227559,0.0929226,0.75195,0.411872,-0.243933,0.0686444,0.0372289,
-0.565981,-0.238591,0.0957859,0.753735,0.432164,-0.197052,0.0445047,0.0316209,
-0.544152,-0.247326,0.0974295,0.754907,0.444908,-0.153347,0.0232785,0.0305641,
-0.522355,-0.253833,0.0980669,0.756018,0.427479,-0.109729,0.00413059,0.0189754,
-0.50054,-0.258349,0.0977785,0.756868,0.431252,-0.0772136,-0.0134103,-0.000866186,
-0.479714,-0.261088,0.0966946,0.756851,0.394887,-0.0367727,-0.0274143,-0.00142909,
-0.460974,-0.262363,0.095137,0.756378,0.367068,-0.0061427,-0.0372083,0.00239066,
-0.441874,-0.262049,0.0929466,0.756653,0.405746,0.0132504,-0.0509629,-0.00695971,
-0.420338,-0.260554,0.0898624,0.755964,0.455698,0.0459777,-0.0719128,-0.0186275,
-0.396456,-0.257046,0.0855915,0.754719,0.500716,0.0940843,-0.0988676,-0.0310467,
-0.371866,-0.251448,0.0803067,0.752968,0.468244,0.123975,-0.108876,-0.0436887,
-0.349659,-0.245132,0.0748987,0.750214,0.423164,0.143832,-0.111821,-0.0452963,
-0.327934,-0.23675,0.0687383,0.747722,0.453084,0.189049,-0.135271,-0.0625396,
-0.306527,-0.227128,0.0620377,0.744431,0.40314,0.197531,-0.133512,-0.0699242,
-0.287623,-0.21746,0.0555876,0.740852,0.353071,0.188847,-0.124612,-0.0765053,
-0.271037,-0.207614,0.0493814,0.737471,0.314594,0.218347,-0.128018,-0.0461343,
-0.254337,-0.195934,0.0425017,0.734293,0.342627,0.251426,-0.146446,-0.0732509,
-0.237633,-0.182119,0.0347493,0.730834,0.340621,0.301161,-0.166274,-0.0770958,
-0.220352,-0.166196,0.0260101,0.726197,0.33138,0.318029,-0.173566,-0.103998,
-0.205024,-0.15024,0.0174614,0.721011,0.281498,0.324602,-0.169946,-0.100873,
